0.1	0.1	0.1	0.1	0.01	0	0	0	0	0	0	0	0
0.1	0.1	0.1	0.1	0.01	0	0	0	0	0	0	0	0
1.55945	-0.138501	0.1	0.1	0.01	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339	0	0
1.69919	0.0411919	1.64103	0.0622099	0.01	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339	17.7329	0
3.84216	-0.128533	2.46339	-0.178344	-0.0809964	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323	17.7329	1.93239
3.91679	0.073435	2.57304	-0.00901232	-0.0177494	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323	4.20677	1.93239
6.83722	0.409935	3.01585	0.38813	0.258951	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847	4.20677	1.36096
6.7566	0.43938	2.84915	0.432253	0.316803	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847	1.56718	1.36096
9.07676	0.605505	2.54879	0.0360649	-0.130733	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526	1.56718	0.678074
9.04482	0.674571	2.64552	0.086375	-0.0957915	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526	1.16499	0.678074
11.5627	1.65572	2.89749	0.597633	0.292633	11.5756	1.6669	11.3468	1.427	2.49328	0.600781	1.16499	0.686608
11.539	1.6192	2.90162	0.56724	0.267002	11.4447	1.42958	11.3468	1.427	2.49328	0.600781	0.500116	0.686608
13.6006	2.32791	2.4207	0.33107	-0.0534885	13.5921	2.31191	13.827	2.07905	2.5429	0.724947	0.500116	0.587006
13.6213	2.29922	2.60697	0.289222	-0.11219	13.6572	1.99915	13.827	2.07905	2.5429	0.724947	0.807382	0.587006
16.608	2.8997	3.25535	0.00778172	-0.219945	16.6456	2.903	16.3554	2.85243	2.58284	0.844365	0.807382	1.69332
16.541	2.88495	3.03234	-0.008098	-0.255439	16.282	2.84648	16.3554	2.85243	2.58284	0.844365	1.08141	1.69332
19.0083	3.69597	2.95689	0.40549	0.168611	19.0106	3.70555	18.923	3.74161	2.61382	0.95648	1.08141	0.523903
19.0762	3.72009	2.81798	0.463084	0.234562	19.363	3.87122	18.923	3.74161	2.61382	0.95648	1.42455	0.523903
21.3215	4.73199	2.9316	0.417804	0.0534947	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891	1.42455	0.166617
21.3793	4.74192	3.00823	0.398156	0.034738	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891	0.792711	0.166617
24.0611	5.56746	3.27427	0.178007	-0.12877	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953	0.792711	0.399061
24.1649	5.59979	3.2992	0.162502	-0.141192	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	2.98066	0.399061
26.607	6.95262	3.25929	0.641623	0.254258	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647	2.98066	0.436538
26.594	6.94571	3.33802	0.616035	0.214563	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647	0.0738716	0.436538
29.564	8.08349	3.52476	0.240438	-0.171003	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822	0.0738716	0.841526
29.5464	8.07637	3.29981	0.22986	-0.187036	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822	0.259731	0.841526
31.9437	9.86896	3.29423	0.841439	0.326885	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358	0.259731	0.736008
31.8995	9.8454	3.34072	0.806635	0.277965	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358	0.677635	0.736008
34.6152	10.7211	2.60326	0.209674	-0.290287	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617	0.677635	1.58202
34.7181	10.7736	3.00328	0.219148	-0.249024	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617	2.80846	1.58202
37.137	12.0776	3.06189	0.623373	0.172152	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209	2.80846	0.52645
37.2158	12.1004	3.27218	0.594812	0.117688	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209	1.58422	0.52645
40.2963	13.4552	3.76515	0.240052	-0.192382	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459	1.58422	1.29802
40.2272	13.4271	3.33338	0.206863	-0.251767	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459	1.49856	1.29802
42.767	14.8202	3.30476	0.60051	0.164687	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938	1.49856	0.492797
42.7428	14.8129	3.36279	0.582655	0.139836	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938	0.192246	0.492797
45.3416	16.5454	3.64119	0.560254	0.0326899	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701	0.192246	0.328123
45.3849	16.5605	3.45791	0.585065	0.0967914	45.649	16.5213	45.4265	16.3307	2.64546	1.29701	0.892766	0.328123
48.1507	17.2899	3.31956	0.134423	-0.254357	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832	0.892766	0.376897
48.1254	17.2784	3.08968	0.101072	-0.31337	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	0.310256	0.376897
50.619	19.0555	2.97101	0.869077	0.385481	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	0.310256	1.47534
50.6004	19.034	3.1988	0.757231	0.217699	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	0.425615	1.47534
53.7033	19.9016	3.10989	0.0293336	-0.406444	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	0.425615	1.69741
53.6706	19.8883	3.05112	0.0271684	-0.417921	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	0.290568	1.69741
56.0437	21.0752	2.63482	0.501673	0.159234	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	0.290568	1.3819
56.0157	21.057	2.77453	0.455468	0.107314	55.867	20.985	55.9669	20.9874	2.56561	0.978022	0.455224	1.3819
58.646	21.7824	3.01542	0.115893	-0.183368	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	0.455224	0.527163
58.6473	21.7853	3.05426	0.124293	-0.170914	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	0.0170764	0.527163
60.8773	22.7801	2.86785	0.481347	0.167103	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	0.0170764	0.388331
60.8497	22.7689	2.85126	0.473657	0.161429	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	0.216607	0.388331
63.371	23.4103	2.9544	0.122638	-0.168242	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.216607	0.384213
63.4553	23.4379	2.82598	0.0727467	-0.230743	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	2.06685	0.384213
